survey_year,country,industry,company_size,num_employees,annual_revenue_usd_millions,ai_adoption_rate,ai_maturity_score,years_using_ai,ai_budget_percentage,productivity_change_percent,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,employee_satisfaction_score,customer_satisfaction
2023,Argentina,Finance,Enterprise,19429,5641.6,61.06,0.636,3,15.94,22.19,36.58,10.59,1351,1168,1297,16.81,4.27,6.05,5.2
2023,Argentina,Finance,Enterprise,19429,5641.6,37.43,0.488,5,11.68,8.64,17.5,1.94,638,847,1246,1.97,5.46,5.83,5.61
2023,Argentina,Finance,Enterprise,19429,5641.6,54.04,0.464,4,13.96,6.24,20.41,8.29,919,1211,1610,4.65,6.02,8.14,6.75
2024,Argentina,Finance,Enterprise,19429,5641.6,33.51,0.273,6,8.21,4.38,29.06,9.55,1194,811,2121,-5.0,8.61,5.59,4.08
2024,Argentina,Finance,Enterprise,19429,5641.6,64.44,0.539,6,12.0,12.16,22.73,7.14,592,1456,1498,15.36,2.13,6.32,6.95
2024,Argentina,Finance,Enterprise,19429,5641.6,45.74,0.525,2,10.78,16.29,34.08,9.07,1402,1245,2310,12.39,0.07,5.66,8.12
2024,Argentina,Finance,Enterprise,19429,5641.6,37.85,0.446,4,11.82,9.56,14.64,3.59,841,1026,899,3.65,3.78,3.99,5.46
2025,Argentina,Finance,Enterprise,19429,5641.6,55.39,0.499,6,13.59,20.37,23.91,8.39,1019,1441,1472,7.43,9.18,6.29,7.06
2025,Argentina,Finance,Enterprise,19429,5641.6,68.89,0.562,7,17.95,14.89,22.0,7.49,976,1728,1573,10.68,4.96,6.33,6.12
2025,Argentina,Finance,Enterprise,19429,5641.6,47.02,0.44,5,8.89,12.1,9.8,3.35,408,935,1302,10.43,7.19,5.98,5.85
2025,Argentina,Finance,Enterprise,19429,5641.6,44.49,0.394,4,8.98,7.23,28.21,7.41,824,774,1599,12.07,10.72,7.06,5.01
2026,Argentina,Finance,Enterprise,19429,5641.6,56.51,0.543,7,14.64,11.87,31.0,10.98,1218,1428,1783,17.92,8.08,6.03,5.34
2026,Argentina,Finance,Enterprise,19429,5641.6,50.78,0.478,9,14.94,12.48,19.17,9.89,862,1243,1985,1.03,7.56,6.45,7.68
2026,Argentina,Finance,Enterprise,19429,5641.6,39.43,0.487,9,12.66,16.2,15.44,7.77,741,1007,1641,4.41,3.88,4.88,6.3
2026,Argentina,Finance,Enterprise,19429,5641.6,59.78,0.554,9,15.99,10.23,16.86,7.0,582,1455,1798,-0.87,4.32,5.68,4.12
2023,Canada,Technology,Enterprise,10127,7098.77,53.01,0.479,5,12.48,15.37,30.59,7.53,939,620,600,-2.47,7.74,6.76,6.35
2023,Canada,Technology,Enterprise,10127,7098.77,60.01,0.609,4,19.37,10.49,29.24,9.87,406,750,1122,9.41,5.45,6.06,5.19
2023,Canada,Technology,Enterprise,10127,7098.77,72.64,0.708,3,16.69,19.1,35.81,11.39,754,786,1250,5.49,5.28,6.77,6.09
2023,Canada,Technology,Enterprise,10127,7098.77,55.26,0.408,6,11.39,9.75,32.53,12.11,635,592,884,3.23,5.66,5.6,6.11
2024,Canada,Technology,Enterprise,10127,7098.77,55.32,0.548,8,18.52,11.66,10.86,7.26,183,642,1361,12.62,2.76,6.1,5.5
2024,Canada,Technology,Enterprise,10127,7098.77,63.57,0.584,4,15.79,13.37,31.8,9.03,635,846,540,1.42,10.98,7.4,7.43
2024,Canada,Technology,Enterprise,10127,7098.77,42.54,0.355,3,12.65,6.92,26.9,8.92,787,500,314,3.92,7.97,6.36,4.08
2024,Canada,Technology,Enterprise,10127,7098.77,69.86,0.767,4,19.59,13.11,33.24,11.05,781,942,1542,12.7,8.31,6.94,6.42
2025,Canada,Technology,Enterprise,10127,7098.77,76.57,0.656,6,19.94,17.88,28.41,11.27,603,828,1082,15.84,5.19,6.35,6.79
2025,Canada,Technology,Enterprise,10127,7098.77,43.28,0.512,4,15.46,13.25,14.65,9.73,440,669,951,6.27,9.63,6.27,7.06
2025,Canada,Technology,Enterprise,10127,7098.77,68.08,0.621,7,18.07,21.04,38.01,10.09,839,690,869,7.16,8.15,7.12,7.1
2025,Canada,Technology,Enterprise,10127,7098.77,46.61,0.555,6,16.25,18.24,25.39,7.77,678,555,767,-3.15,7.65,5.52,5.23
2026,Canada,Technology,Enterprise,10127,7098.77,66.99,0.667,4,21.12,19.59,24.37,11.0,495,867,1400,12.99,10.75,6.75,6.66
2026,Canada,Technology,Enterprise,10127,7098.77,76.49,0.732,7,18.0,15.34,43.78,14.6,829,1012,1367,7.01,13.42,6.93,6.61
2026,Canada,Technology,Enterprise,10127,7098.77,70.52,0.707,3,18.61,14.72,41.15,15.21,1008,800,1113,13.76,10.78,8.02,5.42
2026,Canada,Technology,Enterprise,10127,7098.77,59.49,0.542,9,20.63,9.6,21.83,5.41,387,703,854,2.64,4.88,6.1,7.43
2023,Kenya,Agriculture,Startup,21,35.4,32.8,0.25,4,4.48,5.9,22.28,9.02,1,1,0,9.23,5.8,4.44,4.68
2023,Kenya,Agriculture,Startup,21,35.4,43.92,0.44,6,9.78,14.61,15.94,8.25,1,1,2,9.89,4.14,5.14,5.98
2023,Kenya,Agriculture,Startup,21,35.4,40.0,0.352,7,6.78,12.68,21.72,10.75,1,1,2,8.17,8.1,4.66,5.27
2023,Kenya,Agriculture,Startup,21,35.4,44.96,0.344,6,5.08,7.2,31.84,11.44,1,1,1,8.14,8.62,3.79,5.47
2024,Kenya,Agriculture,Startup,21,35.4,54.64,0.382,8,11.09,15.01,24.42,7.79,1,1,2,7.54,5.91,5.46,5.16
2024,Kenya,Agriculture,Startup,21,35.4,34.4,0.287,4,9.75,15.25,20.32,7.6,1,1,0,5.77,8.61,5.63,4.35
2024,Kenya,Agriculture,Startup,21,35.4,66.97,0.65,6,18.66,23.1,37.14,13.71,2,2,2,16.45,11.45,4.98,5.39
2024,Kenya,Agriculture,Startup,21,35.4,38.29,0.271,8,8.19,2.06,11.57,6.64,0,1,2,1.81,0.11,4.85,5.02
2025,Kenya,Agriculture,Startup,21,35.4,38.75,0.341,5,8.52,14.74,29.37,7.09,1,1,1,4.87,5.03,4.61,6.14
2025,Kenya,Agriculture,Startup,21,35.4,24.98,0.298,6,9.95,3.67,3.7,3.8,0,0,1,4.06,2.54,5.86,3.89
2025,Kenya,Agriculture,Startup,21,35.4,73.45,0.599,5,15.39,17.92,39.0,12.97,2,2,3,10.34,7.47,5.66,5.97
2025,Kenya,Agriculture,Startup,21,35.4,25.88,0.189,5,4.71,5.83,23.47,6.21,1,1,2,1.79,9.92,5.96,3.92
2026,Kenya,Agriculture,Startup,21,35.4,33.97,0.215,9,11.39,16.56,14.83,3.96,1,1,1,4.02,1.5,5.73,4.32
2026,Kenya,Agriculture,Startup,21,35.4,31.85,0.179,10,5.33,5.23,8.82,5.06,0,1,1,11.71,0.76,5.24,4.67
2026,Kenya,Agriculture,Startup,21,35.4,35.44,0.34,10,6.58,16.14,22.28,5.99,1,1,2,7.64,0.0,5.07,5.76
2026,Kenya,Agriculture,Startup,21,35.4,51.66,0.311,4,7.76,3.22,26.08,7.78,1,2,1,2.83,0.38,5.24,3.29
2023,UK,Manufacturing,Startup,87,19.13,37.76,0.426,5,12.2,11.1,25.22,10.92,5,4,4,8.2,4.16,5.13,6.07
2023,UK,Manufacturing,Startup,87,19.13,17.72,0.161,4,6.38,2.73,9.51,3.33,1,3,3,8.78,5.23,4.88,5.58
2023,UK,Manufacturing,Startup,87,19.13,44.84,0.276,2,7.53,4.66,33.95,8.75,8,5,7,1.09,12.13,4.5,4.74
2023,UK,Manufacturing,Startup,87,19.13,32.65,0.227,4,8.14,9.19,17.33,6.26,4,3,4,5.91,0.0,6.04,5.56
2024,UK,Manufacturing,Startup,87,19.13,44.26,0.414,8,9.48,5.75,18.16,7.46,3,3,9,2.09,9.35,7.09,6.2
2024,UK,Manufacturing,Startup,87,19.13,41.84,0.446,3,14.84,12.83,21.58,5.65,4,4,7,3.29,7.57,4.19,5.42
2024,UK,Manufacturing,Startup,87,19.13,45.27,0.347,4,9.4,7.23,23.37,6.66,5,4,3,4.1,0.0,5.86,5.13
2024,UK,Manufacturing,Startup,87,19.13,35.53,0.474,2,11.01,17.19,18.12,8.2,3,3,5,7.4,7.85,4.86,5.68
2025,UK,Manufacturing,Startup,87,19.13,37.42,0.354,7,6.61,9.53,17.91,5.21,4,3,6,-2.54,8.25,4.55,5.98
2025,UK,Manufacturing,Startup,87,19.13,24.13,0.264,7,7.52,1.49,13.72,4.35,4,2,2,5.84,2.83,5.42,2.83
2025,UK,Manufacturing,Startup,87,19.13,52.54,0.354,6,15.36,10.44,14.6,4.04,3,6,7,12.65,0.76,5.57,5.76
2025,UK,Manufacturing,Startup,87,19.13,27.01,0.283,7,8.98,12.26,12.64,4.06,4,2,7,5.33,6.4,4.63,6.5
2026,UK,Manufacturing,Startup,87,19.13,61.33,0.605,7,15.16,18.45,35.04,11.46,8,7,13,8.9,6.34,5.23,5.67
2026,UK,Manufacturing,Startup,87,19.13,37.13,0.267,7,6.52,15.97,26.22,8.58,4,4,6,9.04,7.5,4.82,6.95
2026,UK,Manufacturing,Startup,87,19.13,39.1,0.249,4,10.49,8.61,18.17,2.8,2,5,3,9.65,3.1,6.56,3.85
2026,UK,Manufacturing,Startup,87,19.13,57.63,0.422,4,12.76,11.54,34.73,12.03,7,6,9,8.22,5.22,5.07,5.13
2023,Japan,Healthcare,Startup,77,8.66,35.48,0.385,4,10.46,1.7,20.17,8.17,4,4,8,0.22,5.7,6.85,4.92
2023,Japan,Healthcare,Startup,77,8.66,21.34,0.191,5,7.95,3.91,16.82,4.72,4,2,2,5.86,4.71,5.13,4.85
2023,Japan,Healthcare,Startup,77,8.66,29.56,0.32,7,7.42,0.67,16.35,5.39,4,2,4,-0.99,0.29,5.08,4.97
2023,Japan,Healthcare,Startup,77,8.66,28.97,0.277,7,5.0,5.83,11.01,1.43,1,2,3,1.1,0.33,6.44,3.87
2024,Japan,Healthcare,Startup,77,8.66,26.18,0.267,4,6.59,8.84,21.45,8.38,3,2,7,4.07,8.85,6.28,7.04
2024,Japan,Healthcare,Startup,77,8.66,17.03,0.173,8,9.47,8.23,13.75,7.22,2,2,1,9.38,1.88,5.04,4.62
2024,Japan,Healthcare,Startup,77,8.66,38.58,0.256,8,9.09,9.84,30.64,7.38,6,3,1,0.81,3.47,5.49,4.85
2024,Japan,Healthcare,Startup,77,8.66,25.05,0.239,8,10.13,7.43,11.69,3.46,2,2,4,5.27,5.3,5.25,4.72
2025,Japan,Healthcare,Startup,77,8.66,40.32,0.314,4,5.67,6.4,21.43,6.11,4,4,3,6.76,9.94,4.1,3.16
2025,Japan,Healthcare,Startup,77,8.66,22.22,0.129,4,4.24,2.16,8.37,4.52,1,2,5,4.67,2.79,6.04,5.58
2025,Japan,Healthcare,Startup,77,8.66,35.39,0.201,7,10.07,3.97,16.06,3.6,3,4,0,7.65,3.14,6.67,4.96
2025,Japan,Healthcare,Startup,77,8.66,20.74,0.053,3,3.94,0.0,15.19,4.76,3,2,0,-5.0,3.39,5.37,4.16
2026,Japan,Healthcare,Startup,77,8.66,28.71,0.186,9,8.25,7.27,8.09,2.85,1,2,0,0.87,7.43,4.09,4.65
2026,Japan,Healthcare,Startup,77,8.66,44.41,0.48,10,10.56,23.38,21.29,9.35,4,5,6,9.67,4.02,5.88,7.09
2026,Japan,Healthcare,Startup,77,8.66,40.99,0.449,5,13.57,8.44,24.05,10.61,4,4,3,0.48,0.71,5.85,5.52
2026,Japan,Healthcare,Startup,77,8.66,2.9,0.071,0,0.0,1.25,0.59,0.0,1,1,4,-5.0,0.0,4.42,3.17
2023,Egypt,Logistics,Startup,14,15.18,22.18,0.224,6,5.66,3.05,8.24,4.45,0,0,0,1.52,3.56,5.26,4.63
2023,Egypt,Logistics,Startup,14,15.18,28.34,0.221,5,8.56,9.01,23.49,8.23,1,1,0,8.65,7.85,5.8,5.18
2023,Egypt,Logistics,Startup,14,15.18,23.28,0.181,7,4.94,0.0,16.42,4.71,1,0,1,-1.14,5.47,3.86,4.28
2023,Egypt,Logistics,Startup,14,15.18,50.08,0.523,3,13.25,15.56,16.54,7.15,0,1,1,7.75,9.87,6.12,6.41
2024,Egypt,Logistics,Startup,14,15.18,26.33,0.232,6,6.96,3.08,13.44,5.6,0,0,1,-0.64,3.36,5.35,2.98
2024,Egypt,Logistics,Startup,14,15.18,34.77,0.287,2,11.63,5.96,15.64,7.16,0,1,1,-0.71,5.07,4.64,5.47
2024,Egypt,Logistics,Startup,14,15.18,17.92,0.142,4,2.69,4.84,15.19,5.86,0,0,0,-5.0,2.65,4.48,4.44
2024,Egypt,Logistics,Startup,14,15.18,20.07,0.126,5,5.89,8.62,20.59,0.04,1,1,0,5.34,5.85,5.6,6.12
2025,Egypt,Logistics,Startup,14,15.18,31.86,0.336,7,8.91,13.48,18.98,3.29,1,1,1,6.18,0.0,4.58,4.48
2025,Egypt,Logistics,Startup,14,15.18,39.0,0.426,3,12.19,12.38,17.44,3.38,1,1,1,7.1,3.44,6.41,7.22
2025,Egypt,Logistics,Startup,14,15.18,25.53,0.199,3,5.82,4.82,21.57,6.27,1,0,1,1.23,1.15,5.14,3.4
2025,Egypt,Logistics,Startup,14,15.18,53.14,0.375,8,9.23,13.51,37.05,10.74,1,1,1,3.64,5.02,5.78,5.88
2026,Egypt,Logistics,Startup,14,15.18,35.04,0.346,5,10.92,11.08,21.44,8.63,1,1,1,12.53,6.76,4.66,4.4
2026,Egypt,Logistics,Startup,14,15.18,30.52,0.286,9,9.48,11.89,17.31,3.08,1,0,1,3.64,3.91,4.93,5.24
2026,Egypt,Logistics,Startup,14,15.18,55.28,0.493,6,11.36,13.01,31.59,8.29,1,1,1,5.83,3.0,6.0,5.63
2026,Egypt,Logistics,Startup,14,15.18,51.99,0.371,7,11.52,7.69,26.06,5.4,1,1,1,7.88,6.36,4.7,4.06
2023,Singapore,Retail,Startup,52,10.11,54.85,0.534,2,10.92,13.04,30.68,8.69,2,3,4,6.56,8.28,7.94,5.46
2023,Singapore,Retail,Startup,52,10.11,44.48,0.398,3,11.76,4.72,33.0,15.18,3,3,5,0.95,8.78,5.91,5.43
2023,Singapore,Retail,Startup,52,10.11,23.35,0.266,5,6.16,9.82,23.31,6.29,2,1,3,10.05,0.0,4.27,5.49
2023,Singapore,Retail,Startup,52,10.11,24.75,0.103,2,1.76,1.74,17.09,5.3,3,1,3,4.58,4.29,5.13,6.22
2024,Singapore,Retail,Startup,52,10.11,44.89,0.353,8,9.06,6.91,23.3,5.53,2,3,5,12.67,2.54,5.03,4.16
2024,Singapore,Retail,Startup,52,10.11,39.98,0.285,5,5.96,7.99,21.24,3.34,3,3,4,4.41,3.48,5.7,5.57
2024,Singapore,Retail,Startup,52,10.11,40.62,0.279,7,6.77,10.7,30.74,5.78,4,2,2,-2.06,6.87,6.13,4.92
2024,Singapore,Retail,Startup,52,10.11,42.01,0.358,4,7.62,8.56,24.9,7.95,3,3,2,10.77,6.59,4.45,4.67
2025,Singapore,Retail,Startup,52,10.11,30.34,0.351,6,10.06,10.54,12.64,1.79,2,2,4,8.12,4.33,5.63,6.92
2025,Singapore,Retail,Startup,52,10.11,41.5,0.42,4,5.65,14.34,30.31,7.19,4,3,7,9.06,4.54,6.67,5.79
2025,Singapore,Retail,Startup,52,10.11,33.51,0.26,7,8.78,0.0,9.51,7.06,1,2,3,-4.09,0.66,4.92,4.18
2025,Singapore,Retail,Startup,52,10.11,46.84,0.424,7,10.34,9.47,27.97,7.87,3,4,4,6.78,6.37,5.66,6.16
2026,Singapore,Retail,Startup,52,10.11,43.95,0.29,6,4.97,3.86,14.22,3.76,1,3,2,0.72,7.37,4.23,5.22
2026,Singapore,Retail,Startup,52,10.11,43.69,0.288,3,10.16,8.3,33.61,7.86,5,2,2,-1.63,6.81,5.4,6.73
2026,Singapore,Retail,Startup,52,10.11,32.28,0.349,10,6.6,11.5,19.29,6.54,3,2,5,5.58,6.72,6.28,5.69
2026,Singapore,Retail,Startup,52,10.11,48.51,0.338,10,11.93,5.61,15.61,6.28,1,3,2,3.46,5.28,5.01,5.8
2023,Kenya,Retail,SME,519,97.71,30.68,0.381,6,10.44,8.16,19.81,4.2,24,21,46,4.8,1.62,6.01,5.91
2023,Kenya,Retail,SME,519,97.71,55.55,0.604,4,16.08,18.75,40.94,13.44,45,37,53,3.67,7.68,7.0,5.94
2023,Kenya,Retail,SME,519,97.71,51.51,0.353,5,10.86,7.97,27.36,7.71,27,34,48,7.57,3.89,4.71,6.07
2023,Kenya,Retail,SME,519,97.71,53.11,0.382,5,7.77,13.03,34.81,8.24,43,36,45,2.25,11.88,4.79,6.19
2024,Kenya,Retail,SME,519,97.71,27.67,0.307,6,8.73,13.0,13.81,6.91,8,15,0,6.28,1.27,6.39,4.85
2024,Kenya,Retail,SME,519,97.71,38.9,0.34,5,9.34,14.19,23.64,7.91,31,20,26,5.77,7.14,5.83,6.65
2024,Kenya,Retail,SME,519,97.71,27.67,0.386,6,6.58,15.9,19.93,6.04,17,25,45,10.19,5.75,5.71,7.23
2024,Kenya,Retail,SME,519,97.71,48.31,0.41,4,13.48,8.27,20.73,5.26,17,31,32,0.78,2.53,6.12,4.46
2025,Kenya,Retail,SME,519,97.71,44.79,0.367,5,8.52,14.41,24.99,12.46,21,25,45,8.82,2.84,5.13,5.59
2025,Kenya,Retail,SME,519,97.71,60.55,0.509,8,9.13,13.95,27.0,11.37,28,39,61,8.74,8.69,6.15,7.11
2025,Kenya,Retail,SME,519,97.71,44.93,0.387,8,11.63,13.04,24.77,8.77,27,21,19,2.88,1.92,6.02,6.21
2025,Kenya,Retail,SME,519,97.71,48.2,0.496,4,16.45,20.97,44.19,9.7,50,31,52,5.71,12.9,4.91,7.26
2026,Kenya,Retail,SME,519,97.71,51.49,0.435,9,8.8,10.63,15.52,6.99,25,28,31,5.66,7.62,6.13,5.7
2026,Kenya,Retail,SME,519,97.71,47.92,0.382,7,7.44,9.99,26.51,8.77,31,24,37,7.22,4.45,5.72,4.89
2026,Kenya,Retail,SME,519,97.71,56.57,0.496,8,14.54,0.19,26.82,7.55,25,36,55,-1.64,8.26,6.36,3.65
2023,Colombia,Retail,Startup,31,16.85,3.39,0.05,0,0.0,2.97,7.88,0.0,1,0,1,-4.53,2.42,4.37,3.59
2023,Colombia,Retail,Startup,31,16.85,42.59,0.307,7,9.8,5.22,28.19,9.31,2,1,1,3.56,14.42,5.17,4.73
2023,Colombia,Retail,Startup,31,16.85,29.31,0.287,5,6.03,0.59,18.45,7.26,1,1,1,-5.0,6.37,5.35,5.19
2024,Colombia,Retail,Startup,31,16.85,27.74,0.322,8,13.65,4.35,12.66,4.48,1,1,2,-4.99,0.16,4.11,5.83
2024,Colombia,Retail,Startup,31,16.85,18.96,0.115,2,5.21,1.03,9.09,0.37,1,1,1,10.92,4.83,3.97,3.89
2024,Colombia,Retail,Startup,31,16.85,23.55,0.192,7,6.18,9.54,17.71,4.33,1,1,1,5.25,3.84,5.58,6.2
2024,Colombia,Retail,Startup,31,16.85,14.59,0.255,5,6.76,6.39,24.57,7.72,1,1,1,12.8,8.01,5.16,3.86
2025,Colombia,Retail,Startup,31,16.85,28.58,0.318,8,6.05,9.46,19.38,8.09,2,1,1,3.86,3.09,6.58,6.01
2025,Colombia,Retail,Startup,31,16.85,43.62,0.489,6,11.98,5.57,22.96,6.71,2,2,2,1.85,6.53,6.23,5.52
2025,Colombia,Retail,Startup,31,16.85,41.64,0.42,5,9.61,7.64,24.04,8.16,2,1,2,12.95,4.49,6.97,6.26
2025,Colombia,Retail,Startup,31,16.85,25.66,0.231,5,7.71,12.7,24.36,6.86,2,1,2,7.29,8.37,5.44,5.55
2026,Colombia,Retail,Startup,31,16.85,31.89,0.24,5,6.45,2.13,20.45,6.2,1,1,1,0.99,0.0,5.6,5.21
2026,Colombia,Retail,Startup,31,16.85,33.66,0.284,4,8.59,9.25,27.45,7.13,2,1,2,8.61,2.41,5.29,4.48
2026,Colombia,Retail,Startup,31,16.85,27.74,0.161,3,6.61,8.58,29.22,10.67,2,1,1,0.92,5.88,5.82,5.03
2023,Japan,Technology,Enterprise,19031,4801.47,34.61,0.443,4,9.19,10.27,22.15,7.12,784,637,1515,2.06,5.11,6.01,4.59
2023,Japan,Technology,Enterprise,19031,4801.47,34.59,0.325,6,10.57,1.87,17.36,7.66,1122,889,1022,2.74,2.49,6.01,4.46
2023,Japan,Technology,Enterprise,19031,4801.47,49.65,0.488,2,13.69,7.45,27.9,7.9,964,1210,1011,6.26,5.02,7.09,5.73
2023,Japan,Technology,Enterprise,19031,4801.47,65.7,0.729,5,18.4,15.86,22.34,8.68,738,1571,1675,-0.37,8.19,6.89,4.73
2024,Japan,Technology,Enterprise,19031,4801.47,39.4,0.495,2,14.4,14.9,13.49,6.38,511,740,1816,5.95,3.0,6.26,6.37
2024,Japan,Technology,Enterprise,19031,4801.47,33.45,0.314,2,9.13,5.81,2.82,4.07,0,704,773,6.86,0.0,5.0,5.87
2024,Japan,Technology,Enterprise,19031,4801.47,40.03,0.396,2,11.13,8.97,15.38,5.97,568,832,1590,3.48,5.39,6.01,5.94
2024,Japan,Technology,Enterprise,19031,4801.47,46.61,0.472,4,13.06,16.55,26.97,9.36,1117,745,2143,5.0,8.76,6.29,6.82
2025,Japan,Technology,Enterprise,19031,4801.47,30.75,0.338,5,13.4,17.88,12.41,6.13,325,800,457,8.75,6.42,7.02,5.62
2025,Japan,Technology,Enterprise,19031,4801.47,63.2,0.522,4,16.01,14.77,20.46,7.03,656,1349,1828,11.66,8.19,6.15,7.26
2025,Japan,Technology,Enterprise,19031,4801.47,65.66,0.667,5,21.25,22.67,27.05,5.29,1164,1443,1575,3.7,8.86,6.34,5.8
2025,Japan,Technology,Enterprise,19031,4801.47,49.31,0.603,3,17.44,16.63,23.74,6.93,921,1238,1107,12.23,11.36,5.15,5.65
2026,Japan,Technology,Enterprise,19031,4801.47,33.27,0.368,4,10.12,10.61,21.38,6.91,994,859,1149,2.42,2.4,3.23,5.56
2026,Japan,Technology,Enterprise,19031,4801.47,45.56,0.491,9,15.21,15.69,28.6,7.48,982,1185,1340,9.7,4.49,5.33,5.12
2026,Japan,Technology,Enterprise,19031,4801.47,55.0,0.537,10,14.91,10.5,14.23,2.88,387,1157,2606,4.62,14.77,6.69,5.93
2026,Japan,Technology,Enterprise,19031,4801.47,62.91,0.623,7,12.77,18.57,44.69,12.2,1817,1622,1941,6.44,10.68,7.58,4.88
2023,India,Agriculture,Startup,45,36.73,6.72,0.0,0,0.0,0.0,4.48,0.0,1,0,0,0.32,1.97,4.63,4.25
2023,India,Agriculture,Startup,45,36.73,11.12,0.055,5,4.15,0.0,0.0,0.0,0,1,0,7.98,3.23,5.47,2.94
2023,India,Agriculture,Startup,45,36.73,10.37,0.087,2,3.02,0.0,0.0,0.57,0,1,3,-5.0,0.18,5.18,3.01
2023,India,Agriculture,Startup,45,36.73,19.65,0.233,6,6.53,0.0,2.47,2.05,0,2,1,-5.0,0.0,4.67,3.4
2024,India,Agriculture,Startup,45,36.73,21.83,0.224,3,11.64,8.34,19.69,8.32,2,1,2,7.23,7.15,3.96,6.1
2024,India,Agriculture,Startup,45,36.73,22.11,0.2,5,4.72,11.74,29.8,6.19,2,1,0,6.64,7.72,5.41,4.46
2024,India,Agriculture,Startup,45,36.73,40.98,0.261,7,9.87,5.89,14.92,4.92,2,2,3,9.96,2.4,4.58,5.42
2024,India,Agriculture,Startup,45,36.73,15.76,0.142,2,5.66,0.0,10.5,2.67,1,0,3,3.11,5.66,4.77,4.25
2025,India,Agriculture,Startup,45,36.73,21.0,0.154,4,6.74,0.0,5.53,2.44,0,0,2,-2.79,4.84,5.41,6.0
2025,India,Agriculture,Startup,45,36.73,21.01,0.111,8,6.64,3.88,9.61,1.92,0,1,1,-1.21,6.38,4.1,4.94
2025,India,Agriculture,Startup,45,36.73,17.56,0.281,7,4.97,1.62,8.86,4.99,1,1,3,-5.0,3.07,4.86,4.77
2025,India,Agriculture,Startup,45,36.73,23.77,0.216,5,7.97,10.18,5.58,0.0,0,1,3,6.57,0.0,5.8,5.27
2026,India,Agriculture,Startup,45,36.73,21.31,0.278,4,8.56,8.54,13.67,3.05,2,1,2,2.68,5.52,5.24,5.53
2026,India,Agriculture,Startup,45,36.73,23.08,0.236,4,7.36,10.33,11.43,6.03,2,2,3,1.7,0.0,4.82,4.95
2026,India,Agriculture,Startup,45,36.73,6.58,0.184,0,3.85,9.65,6.99,6.16,1,0,3,9.44,3.8,5.52,5.55
2026,India,Agriculture,Startup,45,36.73,7.38,0.104,0,4.12,0.0,1.96,3.09,0,0,1,-2.56,3.54,5.54,3.96
2023,Malaysia,Technology,Startup,13,38.04,35.96,0.298,5,14.27,10.77,31.54,8.62,1,0,1,5.57,13.25,6.38,6.59
2023,Malaysia,Technology,Startup,13,38.04,34.75,0.285,3,11.07,6.38,19.54,5.2,1,1,1,-5.0,3.95,5.44,4.39
2023,Malaysia,Technology,Startup,13,38.04,19.69,0.244,5,11.37,0.0,10.34,2.31,0,0,1,-0.31,3.26,5.75,4.12
2023,Malaysia,Technology,Startup,13,38.04,37.94,0.342,4,14.52,12.79,20.28,7.65,0,1,1,-4.36,0.0,5.85,4.9
2024,Malaysia,Technology,Startup,13,38.04,38.62,0.392,8,8.36,9.78,12.94,8.7,0,1,1,-1.57,3.08,6.87,4.56
2024,Malaysia,Technology,Startup,13,38.04,34.63,0.222,7,8.17,10.64,24.41,6.54,1,1,1,3.32,2.1,4.99,4.43
2024,Malaysia,Technology,Startup,13,38.04,51.37,0.576,4,14.38,20.14,26.4,9.13,1,1,2,4.96,6.41,6.9,6.07
2024,Malaysia,Technology,Startup,13,38.04,33.15,0.304,7,9.23,6.01,15.14,4.56,0,1,1,5.46,5.78,5.41,6.32
2025,Malaysia,Technology,Startup,13,38.04,36.37,0.381,3,12.55,10.2,24.91,7.13,1,1,1,3.91,8.25,5.69,6.14
2025,Malaysia,Technology,Startup,13,38.04,29.21,0.32,6,13.64,10.84,8.28,5.36,0,0,0,9.02,0.11,5.37,5.35
2025,Malaysia,Technology,Startup,13,38.04,23.68,0.217,9,8.2,0.0,11.57,3.27,0,0,1,-4.52,5.09,6.69,4.0
2025,Malaysia,Technology,Startup,13,38.04,61.88,0.488,6,18.22,10.63,30.46,10.54,1,1,2,0.41,5.73,6.1,6.8
2026,Malaysia,Technology,Startup,13,38.04,42.09,0.364,3,7.73,15.52,18.93,4.87,1,1,1,7.76,2.53,4.87,4.86
2026,Malaysia,Technology,Startup,13,38.04,14.19,0.134,6,2.01,0.0,6.88,2.49,0,0,1,6.71,0.69,4.81,4.31
2026,Malaysia,Technology,Startup,13,38.04,45.22,0.394,10,11.5,10.12,28.05,8.33,1,1,1,5.45,8.32,4.86,6.56
2026,Malaysia,Technology,Startup,13,38.04,46.15,0.377,8,10.17,10.39,30.78,10.27,1,1,1,-2.81,3.47,4.95,4.5
2023,Indonesia,Retail,SME,305,245.09,26.21,0.248,5,3.48,7.4,20.73,3.51,14,10,37,11.34,3.42,4.32,5.48
2023,Indonesia,Retail,SME,305,245.09,15.59,0.172,2,6.16,8.76,18.69,6.95,8,7,12,9.84,4.44,4.88,5.75
2023,Indonesia,Retail,SME,305,245.09,18.56,0.259,6,6.73,8.84,13.37,5.43,4,5,14,-2.65,3.49,4.62,5.89
2024,Indonesia,Retail,SME,305,245.09,26.55,0.175,6,5.11,6.49,29.87,6.83,23,8,14,4.45,7.84,3.45,4.82
2024,Indonesia,Retail,SME,305,245.09,32.46,0.225,5,7.91,5.67,18.43,4.09,13,12,7,0.47,0.99,4.4,6.11
